job_id,job_title,company,location,job_description,experience,education,salary_lpa,job_type,required_skills
JOB002863,Data Engineer,TCS,"Nashik, Maharashtra","We are hiring a Data Engineer at TCS in Nashik, Maharashtra. The role requires 0-1 years of experience and BSc Computer Science or a related qualification. The candidate will collaborate with cross-functional teams, and work on projects involving Databricks, Airflow, AWS, ETL. Key responsibilities include collaborate with cross-functional teams, solving technical problems, improving performance, and communicating results. Experience with Databricks, Airflow, AWS, ETL is preferred. This is a internship opportunity.",0-1 years,BSc Computer Science,3.0,Internship,"Airflow, ETL, AWS, Databricks"
JOB000683,Power BI Developer,Wipro,"Remote, India"," We are hiring a Power BI Developer at Wipro in Remote , India. The role requires 3-6 years of experience & BE Computer Engineering or a related qualification. The candidate will clean , transform & validate data , & work on projects involving Power Query , ETL , DAX , SQL , Data Modeling. Key responsibilities include write documentation & perform testing , solving technical problems , improving performance , & communicating results. Experience with Power Query , ETL , DAX , SQL , Data Modeling is preferred. This is a full-time opportunity.",3-6 years,BE Computer Engineering,6.3,Full-time,"DAX, SQL, ETL, Data Modeling, Power Query"
JOB147761,Business Analyst,Walmart Global Tech,"Hyderabad, Telangana","We are hiring a Business Analyst at Walmart Global Tech in Hyderabad, Telangana. The role requires 2-5 years of experience and BE Computer Engineering or a related qualification. The candidate will collaborate with cross-functional teams, and work on projects involving Tableau, Business Analysis, JIRA, SQL, Power BI, Statistics. Key responsibilities include clean, transform and validate data, solving technical problems, improving performance, and communicating results. Experience with Tableau, Business Analysis, JIRA, SQL, Power BI, Statistics is preferred. This is a part-time opportunity.",2-5 years,BE Computer Engineering,5.0,Part-time,"Statistics, SQL, Business Analysis, Excel, Tableau, Power BI, JIRA"
JOB161225,Web Developer,Mphasis,"Nagpur, Maharashtra","We are hiring a Web Developer at Mphasis in Nagpur, Maharashtra. The role requires 5-8 years of experience and MCA or a related qualification. The candidate will develop and maintain solutions related to web developer, and work on projects involving JavaScript, HTML, REST API, MongoDB, React. Key responsibilities include build reports, dashboards, models or automated workflows, solving technical problems, improving performance, and communicating results. Experience with JavaScript, HTML, REST API, MongoDB, React is preferred. This is a full-time opportunity.",5-8 years,MCA,8.4,Full-time,"REST API, JavaScript, HTML, React, MongoDB"
JOB138315,Data Scientist,Capgemini ,"Ahmedabad, Gujarat","We are hiring a Data Scientist at Capgemini in Ahmedabad, Gujarat. The role requires 3-6 years of experience and BTech Computer Science or a related qualification. The candidate will collaborate with cross-functional teams, and work on projects involving Statistics, Python, SQL, Scikit-learn, TensorFlow. Key responsibilities include clean, transform and validate data, solving technical problems, improving performance, and communicating results. Experience with Statistics, Python, SQL, Scikit-learn, TensorFlow is preferred. This is a full-time opportunity.",3-6 years,BTech Computer Science,6.2,Full-time,"Scikit-learn, TensorFlow, Statistics, SQL, Python"
JOB135335,Cloud Engineer,IBM,"Pune, Maharashtra","We are hiring a Cloud Engineer at IBM in Pune, Maharashtra. The role requires 3-6 years of experience and MSc Data Science or a related qualification. The candidate will develop and maintain solutions related to cloud engineer, and work on projects involving Kubernetes, Terraform, Linux, Azure. Key responsibilities include collaborate with cross-functional teams, solving technical problems, improving performance, and communicating results. Experience with Kubernetes, Terraform, Linux, Azure is preferred. This is a full-time opportunity.",3-6 years,MSc Data Science,7.2,Full-time,"Terraform, Kubernetes, Azure, Linux"
JOB055081,Software Engineer,Ibm ,"Gurugram, Haryana","We are hiring a Software Engineer at IBM in Gurugram, Haryana. The role requires 2-5 years of experience and MCA or a related qualification. The candidate will analyze business requirements and convert them into technical solutions, and work on projects involving REST API, SQL, Agile, Python. Key responsibilities include build reports, dashboards, models or automated workflows, solving technical problems, improving performance, and communicating results. Experience with REST API, SQL, Agile, Python is preferred. This is a internship opportunity.",2-5 years, MCA,7.1,Internship,"Python, Java, Docker, C++, REST API, SQL, Agile, Git"
JOB293213,Machine Learning Engineer,Persistent Systems,,"We are hiring a Machine Learning Engineer at Persistent Systems in Remote, India. The role requires 0-1 years of experience and BE Computer Engineering or a related qualification. The candidate will analyze business requirements and convert them into technical solutions, and work on projects involving PyTorch, Scikit-learn, Machine Learning, Python, Docker, TensorFlow, AWS. Key responsibilities include develop and maintain solutions related to machine learning engineer, solving technical problems, improving performance, and communicating results. Experience with PyTorch, Scikit-learn, Machine Learning, Python, Docker, TensorFlow, AWS is preferred. This is a contract opportunity.",0-1 years, BE Computer Engineering,4.8,Contract,"Docker, PyTorch, Python, TensorFlow, Scikit-learn, Machine Learning, SQL, AWS"
JOB219197,cloud engineer,Walmart Global Tech,"Delhi, India","We are hiring a Cloud Engineer at Walmart Global Tech in Delhi, India. The role requires 1-3 years of experience and MBA or a related qualification. The candidate will clean, transform and validate data, and work on projects involving AWS, Azure, Terraform, CI/CD, Linux. Key responsibilities include develop and maintain solutions related to cloud engineer, solving technical problems, improving performance, and communicating results. Experience with AWS, Azure, Terraform, CI/CD, Linux is preferred. This is a contract opportunity.",1-3 years,MBA,5.0,Contract,"Linux, Azure, Git, Terraform, CI/CD, Docker, Kubernetes, AWS"
JOB051865,Java Developer,Tech Mahindra,"Noida, Uttar Pradesh"," We are hiring a Java Developer at Tech Mahindra in Noida , Uttar Pradesh. The role requires 1-3 years of experience and BSc Data Science or a related qualification. The candidate will clean , transform and validate data , and work on projects involving REST API , Git , Spring Boot , Microservices , Hibernate. Key responsibilities include clean , transform and validate data , solving technical problems , improving performance , and communicating results. Experience with REST API , Git , Spring Boot , Microservices , Hibernate is preferred. This is a full-time opportunity.",1-3 years,BSc Data Science,5.1,Full-time,"Microservices, Hibernate, SQL, Git, Docker, Spring Boot, Java, REST API"
JOB044052,SOFTWARE ENGINEER,Capgemini,"Nagpur, Maharashtra","We are hiring a Software Engineer at Capgemini in Nagpur, Maharashtra. The role requires 8-12 years of experience and MBA or a related qualification. The candidate will collaborate with cross-functional teams, and work on projects involving Python, C++, REST API, SQL. Key responsibilities include analyze business requirements and convert them into technical solutions, solving technical problems, improving performance, and communicating results. Experience with Python, C++, REST API, SQL is preferred. This is a contract opportunity.",8-12 years,MBA,14.0,Contract,"SQL, REST API, C++, Python"
JOB067834,Software Engineer,Wipro,"Noida, Uttar Pradesh","We are hiring a Software Engineer at Wipro in Noida, Uttar Pradesh. The role requires 1-3 years of experience and MSc Data Science or a related qualification. The candidate will analyze business requirements and convert them into technical solutions, and work on projects involving Java, Git, Python, C++, Agile. Key responsibilities include develop and maintain solutions related to software engineer, solving technical problems, improving performance, and communicating results. Experience with Java, Git, Python, C++, Agile is preferred. This is a contract opportunity.",1-3 years,MSc Data Science,4.4,Contract,"SQL, Agile, Git, Docker, REST API, Python, C++, Java"
JOB221862,DevOps Engineer,Amazon,"Ahmedabad, Gujarat ","We are hiring a DevOps Engineer at Amazon in Ahmedabad, Gujarat. The role requires 8-12 years of experience and MSc Data Science or a related qualification. The candidate will develop and maintain solutions related to devops engineer, and work on projects involving Linux, Kubernetes, Git, AWS. Key responsibilities include build reports, dashboards, models or automated workflows, solving technical problems, improving performance, and communicating results. Experience with Linux, Kubernetes, Git, AWS is preferred. This is a contract opportunity.",8-12 years,,13.9,Contract,"AWS, Terraform, CI/CD, Linux, Git, Kubernetes, Jenkins"
JOB162612,Data Scientist,Mphasis,"REMOTE, INDIA","We are hiring a Data Scientist at Mphasis in Remote, India. The role requires 8-12 years of experience and BE Computer Engineering or a related qualification. The candidate will clean, transform and validate data, and work on projects involving TensorFlow, NumPy, Pandas, Python. Key responsibilities include analyze business requirements and convert them into technical solutions, solving technical problems, improving performance, and communicating results. Experience with TensorFlow, NumPy, Pandas, Python is preferred. This is a part-time opportunity.",8-12 years,BE Computer Engineering,14.2,Part-time,"NumPy, Pandas, Python, TensorFlow"
JOB265084,data engineer,Wipro,"Mumbai, Maharashtra","We are hiring a Data Engineer at Wipro in Mumbai, Maharashtra. The role requires 1-3 years of experience and BSc Computer Science or a related qualification. The candidate will write documentation and perform testing, and work on projects involving Databricks, Python, ETL, Azure, Airflow, Spark. Key responsibilities include analyze business requirements and convert them into technical solutions, solving technical problems, improving performance, and communicating results. Experience with Databricks, Python, ETL, Azure, Airflow, Spark is preferred. This is a contract opportunity.",1-3 years,BSc Computer Science,6.0,CONTRACT,"ETL, AWS, Airflow, Spark, Databricks, Azure, Python"
JOB023751,AI ENGINEER,COGNIZANT,"Remote, India","We are hiring a AI Engineer at Cognizant in Remote , India . The role requires 0-1 years of experience and MCA or a related qualification . The candidate will develop and maintain solutions related to ai engineer , and work on projects involving Deep Learning , Docker , Machine Learning , PYTHON , LLM , NLP , TensorFlow . Key responsibilities include collaborate with cross-functional teams , solving technical problems , improving performance , and communicating results . Experience with Deep Learning , Docker , Machine Learning , PYTHON , LLM , NLP , TensorFlow is preferred . This is a full-time opportunity . ",,MCA,3.9,Full-time,"LLM, TensorFlow, Python, Machine Learning, Docker, Deep Learning, NLP"
JOB139250,SQL Developer,HCLTech,"Pune, Maharashtra"," We are hiring a SQL Developer at HCLTech in Pune , Maharashtra . The role requires 5-8 yrs of experience and BSc Computer Science or a related qualification . The candidate will develop and maintain solutions related to sql developer , and work on projects involving ETL , MySQL , Database Design , SQL , PostgreSQL , Python . Key responsibilities include build reports , dashboards , models or automated workflows , solving technical problems , improving performance , and communicating results . Experience with ETL , MySQL , Database Design , SQL , PostgreSQL , Python is preferred . This is a full-time opportunity . ",5-8 years,BSc Computer Science,10.2,Full-time,"MySQL, PostgreSQL, SQL Server, Database Design, Python, SQL, ETL"
JOB096042,Business Analyst,Siemens,"Chennai, Tamil Nadu","We are hiring a Business Analyst at Siemens in Chennai, Tamil Nadu. The role requires 8-12 years of experience and BSc Data Science or a related qualification. The candidate will develop and maintain solutions related to business analyst, and work on projects involving Statistics, JIRA, Business Analysis, Power BI, Excel. Key responsibilities include develop and maintain solutions related to business analyst, solving technical problems, improving performance, and communicating results. Experience with Statistics, JIRA, Business Analysis, Power BI, Excel is preferred. This is a full-time opportunity.",8-12 years,BSc Data Science,11.8,Full-time,"Tableau, Business Analysis, JIRA, Excel, Statistics, Power BI"
JOB032683,Java Developer ,FRACTAL ANALYTICS,"Nashik, Maharashtra","We are hiring a Java Developer at Fractal Analytics in Nashik, Maharashtra. The role requires 3-6 years of experience and BSc Data Science or a related qualification. The candidate will build reports, dashboards, models or automated workflows, and work on projects involving Spring Boot, Git, Java, Microservices, Docker, Hibernate. Key responsibilities include write documentation and perform testing, solving technical problems, improving performance, and communicating results. Experience with Spring Boot, Git, Java, Microservices, Docker, Hibernate is preferred. This is a full-time opportunity.",3-6 years,BSc Data Science ,7.1,Full-time,"Hibernate, Spring Boot, Microservices, Docker, Java, Git, SQL"
JOB160409,Cloud Engineer,Oracle,"Mumbai, Maharashtra","We are hiring a Cloud Engineer at Oracle in Mumbai, Maharashtra. The role requires 0-1 years of experience and BSc Data Science or a related qualification. The candidate will develop and maintain solutions related to cloud engineer, and work on projects involving Git, Terraform, Kubernetes, Azure. Key responsibilities include build reports, dashboards, models or automated workflows, solving technical problems, improving performance, and communicating results. Experience with Git, Terraform, Kubernetes, Azure is preferred. This is a full-time opportunity.",0-1 years,BSc Data Science,2.8,Full-time,"Terraform, Azure, Docker, Kubernetes, Git"
JOB298737,Software Engineer,Capgemini,"nagpur, maharashtra","We are hiring a Software Engineer at Capgemini in Nagpur, Maharashtra. The role requires 0-1 years of experience and Any Graduate or a related qualification. The candidate will write documentation and perform testing, and work on projects involving Java, Git, REST API, C++. Key responsibilities include clean, transform and validate data, solving technical problems, improving performance, and communicating results. Experience with Java, Git, REST API, C++ is preferred. This is a contract opportunity.",0-1 years,Any Graduate,,Contract,"REST API, C++, Python, Docker, Git, Agile, SQL, Java"
JOB148393,NLP Engineer,Siemens,"Pune, Maharashtra"," We are hiring a NLP Engineer at Siemens in Pune ,, Maharashtra. The role requires 2-5 yrs of experience and BSc Data Science or a related qualification. The candidate will analyze business requirements and convert them into technical solutions ,, and work on projects involving SQL ,, NLP ,, Transformers ,, Python ,, spaCy ,, BERT. Key responsibilities include clean ,, transform and validate data ,, solving technical problems ,, improving performance ,, and communicating results. Experience with SQL ,, NLP ,, Transformers ,, Python ,, spaCy ,, BERT is preferred. This is a part-time opportunity.",2-5 years,BSc Data Science,6.8,Part-time,"SQL, spaCy, Python, Machine Learning, BERT, Transformers, NLP"
JOB202274,Data Engineer,Capgemini,"Hyderabad, Telangana"," We are hiring a Data Engineer at Capgemini in Hyderabad ,, Telangana. The role requires 8-12 years of experience and MCA or a related qualification. The candidate will clean ,, transform and validate data ,, and work on projects involving Airflow ,, SQL ,, Azure ,, Databricks ,, Spark ,, AWS. Key responsibilities include build reports ,, dashboards ,, models or automated workflows ,, solving technical problems ,, improving performance ,, and communicating results. Experience w/ Airflow ,, SQL ,, Azure ,, Databricks ,, Spark ,, AWS is preferred. This is a contract opportunity. ",8-12 years,MCA,13.3,Contract,"Azure, Databricks, AWS, Airflow, Python, Spark, SQL"
JOB105209,Data Scientist,Microsoft,"Noida, Uttar Pradesh","We are hiring a Data Scientist at Microsoft in Noida, Uttar Pradesh. The role requires 2-5 years of experience and BCA or a related qualification. The candidate will analyze business requirements and convert them into technical solutions, and work on projects involving SQL, TensorFlow, Python, Scikit-learn. Key responsibilities include develop and maintain solutions related to data scientist, solving technical problems, improving performance, and communicating results. Experience with SQL, TensorFlow, Python, Scikit-learn is preferred. This is a internship opportunity.",2-5 years,BCA,7.2,Internship,"SQL, Scikit-learn, TensorFlow, Python"
JOB014219,Power BI Developer,LTIMindtree ," Bengaluru, Karnataka"," We are hiring a Power BI Developer at LTIMindtree in Bengaluru ,, Karnataka. The role requires 0-1 years of experience and BSc Computer Science or a related qualification. The candidate will write documentation and perform testing ,, and work on projects involving Power Query ,, ETL ,, SQL ,, Power BI ,, Excel ,, DAX. Key responsibilities include build reports ,, dashboards ,, models or automated workflows ,, solving technical problems ,, improving performance ,, and communicating results. Experience with Power Query ,, ETL ,, SQL ,, Power BI ,, Excel ,, DAX is preferred. This is a full-time opportunity. ",0-1 years,BSc Computer Science,3.8,Full-time,"Power Query, ETL, Power BI, SQL, Excel, DAX, Data Modeling"
JOB019454,Business Analyst,Microsoft,"Pune, Maharashtra","We are hiring a Business Analyst at Microsoft in Pune, Maharashtra . The role requires 8-12 years of exp and BSc Computer Science or a related qualification . The candidate will analyze business requirements and convert them into technical solutions, and work on projects involving JIRA, Tableau, Business Analysis, Power BI . Key responsibilities include write documentation and perform testing, solving technical problems, improving performance, and communicating results . Experience with JIRA, Tableau, Business Analysis, Power BI is preferred . This is a internship opportunity . ", 8-12 years , BSc Computer Science ,14.0,Internship,"JIRA, Tableau, Business Analysis, Power BI"
JOB186677,Data Engineer,Tech Mahindra,," We are hiring a Data Engineer at Tech Mahindra in Pune, Maharashtra. The role requires 8-12 years of experience and MBA or a related qualification. The candidate will develop and maintain solutions related to data engineer, and work on projects involving Python, Azure, AWS, sql, Airflow. Key responsibilities include collaborate with cross-functional teams, solving technical problems, improving performance, and communicating results. Experience with Python, Azure, AWS, sql, Airflow is preferred. This is a internship opportunity.",8-12 years,MBA,13.3,Internship,"AWS, SQL, ETL, Airflow, Azure, Databricks, Python"
JOB218400,Software Engineer,IBM,"Delhi, India","We are hiring a Software Engineer at IBM in Delhi, India. The role requires 2-5 years of experience and BTech Computer Science or a related qualification. The candidate will collaborate with cross-functional teams, and work on projects involving Python, C++, SQL, Java. Key responsibilities include develop and maintain solutions related to software engineer, solving technical problems, improving performance, and communicating results. Experience with Python, C++, SQL, Java is preferred. This is a part-time opportunity.",2-5 years,BTech Computer Science,5.6,Part-time,"Python, Java, C++, SQL"
JOB224520,Data Scientist,Tech Mahindra,"Delhi, India","We are hiring a Data Scientist at Tech Mahindra in Delhi, India. The role requires 0-1 years of experience and BCA or a related qualification. The candidate will build reports, dashboards, models or automated workflows, and work on projects involving Python, TensorFlow, SQL, Pandas. Key responsibilities include analyze business requirements and convert them into technical solutions, solving technical problems, improving performance, and communicating results. Experience with Python, TensorFlow, SQL, Pandas is preferred. This is a contract opportunity.",0-1 years,BCA,3.6, Contract ,"SQL, Pandas, Python, Machine Learning, TensorFlow"
JOB227089,Cloud Engineer,Fractal Analytics,"Remote, India","We are hiring a Cloud Engineer at Fractal Analytics in Remote, India. The role requires 8-12 years of experience and BE Computer Engineering or a related qualification. The candidate will build reports, dashboards, models or automated workflows, and work on projects involving Azure, Kubernetes, Terraform, AWS, Linux. Key responsibilities include build reports, dashboards, models or automated workflows, solving technical problems, improving performance, and communicating results. Experience with Azure, Kubernetes, Terraform, AWS, Linux is preferred. This is a full-time opportunity.",8-12 years,BE Computer Engineering,13.8,Full-time,kubernetes | aws | terraform | linux | azure
JOB298894,Software Engineer,tcs,"Delhi, India","We are hiring a Software Engineer at TCS in Delhi, India. The role requires 0-1 years of experience and BSc Data Science or a related qualification. The candidate will clean, transform and validate data, and work on projects involving Docker, Git, REST API, Python. Key responsibilities include develop and maintain solutions related to software engineer, solving technical problems, improving performance, and communicating results. Experience with Docker, Git, REST API, Python is preferred. This is a part-time opportunity.",0-1 years,BSc Data Science,,Part-time,"REST API, Agile, Docker, Java, Python, Git"
JOB289149,AI Engineer,Bosch,"Chennai, Tamil Nadu","We are hiring a AI Engineer at Bosch in Chennai, Tamil Nadu. The role requires 1-3 years of experience and MCA or a related qualification. The candidate will clean, transform and validate data, and work on projects involving Deep Learning, Machine Learning, PyTorch, LLM. Key responsibilities include write documentation and perform testing, solving technical problems, improving performance, and communicating results. Experience with Deep Learning, Machine Learning, PyTorch, LLM is preferred. This is a full-time opportunity.",1-3 years,MCA ,4.5,Full-time,"NLP, PyTorch, Machine Learning, LLM, TensorFlow, Docker, Deep Learning"
JOB261456,Software Engineer, Capgemini,"Ahmedabad, Gujarat ","We are hiring a Software Engineer at Capgemini in Ahmedabad, Gujarat. The role requires 0-1 years of experience and Any Graduate or a related qualification. The candidate will build reports, dashboards, models or automated workflows, and work on projects involving Python, Docker, SQL, Git, REST API. Key responsibilities include clean, transform and validate data, solving technical problems, improving performance, and communicating results. Experience with Python, Docker, SQL, Git, REST API is preferred. This is a contract opportunity.",0-1 years,ANY GRADUATE,2.8,Contract,"Agile, C++, SQL, REST API, Docker, Git, Python, Java"
JOB222189,DevOps Engineer,Fractal Analytics,"Ahmedabad, Gujarat","We are hiring a DevOps Engineer at Fractal Analytics in Ahmedabad, Gujarat. The role requires 8-12 years of experience and MCA or a related qualification. The candidate will collaborate with cross-functional teams, and work on projects involving Jenkins, Docker, CI/CD, Terraform, Kubernetes. Key responsibilities include develop and maintain solutions related to devops engineer, solving technical problems, improving performance, and communicating results. Experience with Jenkins, Docker, CI/CD, Terraform, Kubernetes is preferred. This is a internship opportunity.", 8-12 years,MCA,13.4,Internship,"AWS, CI/CD, Docker, Linux, Terraform, Jenkins, Git, Kubernetes"
JOB125019,Cloud Engineer,Amazon,"Remote, India","We are hiring a Cloud Engineer at Amazon in Remote, India. The role requires 1-3 years of experience and BSc Computer Science or a related qualification. The candidate will develop and maintain solutions related to cloud engineer, and work on projects involving AWS, Git, Azure, Terraform, Linux, Docker. Key responsibilities include develop and maintain solutions related to cloud engineer, solving technical problems, improving performance, and communicating results. Experience with AWS, Git, Azure, Terraform, Linux, Docker is preferred. This is a part-time opportunity.",1-3 years,bsc computer science,4.4, Part-time ,"AWS, Docker, Linux, Azure, Terraform, Git"
JOB284414,Cloud Engineer,Capgemini,"Gurugram, Haryana"," We are hiring a Cloud Engineer at Capgemini in Gurugram ,, Haryana. The role requires 1-3 years of experience and BE Computer Engineering or a related qualification. The candidate will clean ,, transform and validate data ,, and work on projects involving Docker ,, Git ,, AWS ,, Linux. Key responsibilities include analyze business requirements and convert them into technical solutions ,, solving technical problems ,, improving performance ,, and communicating results. Experience with Docker ,, Git ,, AWS ,, Linux is preferred. This is a part-time opportunity. ", 1-3 years , BE Computer Engineering,₹4.5 LPA,Part-time,"Azure, Git, AWS, Linux, Docker, CI/CD"
JOB136885,Machine Learning Engineer,Siemens,"PUNE, MAHARASHTRA","We are hiring a Machine Learning Engineer at Siemens in Pune, Maharashtra. The role requires 3-6 years of experience and BTech Computer Science or a related qualification. The candidate will develop and maintain solutions related to machine learning engineer, and work on projects involving AWS, PyTorch, Machine Learning, Python, Docker, Scikit-learn, TensorFlow. Key responsibilities include analyze business requirements and convert them into technical solutions, solving technical problems, improving performance, and communicating results. Experience with AWS, PyTorch, Machine Learning, Python, Docker, Scikit-learn, TensorFlow is preferred. This is a full-time opportunity.",3-6 years,BTech Computer Science,7.7,Full-time,"TensorFlow, PyTorch, Python, Machine Learning, Scikit-learn, AWS, Docker"
JOB287784,SQL Developer,Capgemini,"Chennai, Tamil Nadu","We are hiring a SQL Developer at Capgemini in Chennai, Tamil Nadu. The role requires 0-1 years of experience and BSc Computer Science or a related qualification. The candidate will clean, transform and validate data, and work on projects involving SQL, PostgreSQL, Python, MySQL. Key responsibilities include collaborate with cross-functional teams, solving technical problems, improving performance, and communicating results. Experience with SQL, PostgreSQL, Python, MySQL is preferred. This is a contract opportunity.",0-1 years,BSc Computer Science,4.0,Contract,"MySQL, PostgreSQL, Python, SQL"
JOB061432,Web Developer,Amazon," Nagpur, Maharashtra ","We are hiring a Web Developer at Amazon in Nagpur, Maharashtra. The role requires 0-1 years of experience and MSc Data Science or a related qualification. The candidate will develop and maintain solutions related to web developer, and work on projects involving HTML, JavaScript, MongoDB, React. Key responsibilities include collaborate with cross-functional teams, solving technical problems, improving performance, and communicating results. Experience with HTML, JavaScript, MongoDB, React is preferred. This is a internship opportunity.",0-1 years,MSc Data Science,3.9,Internship,"JavaScript, HTML, REST API, MongoDB, CSS, React"
JOB269292,Data Engineer,Cognizant,"Bengaluru, Karnataka","We are hiring a Data Engineer at Cognizant in Bengaluru, Karnataka. The role requires 8-12 years of experience and BE Computer Engineering or a related qualification. The candidate will clean, transform and validate data, and work on projects involving Python, Azure, SQL, Databricks, Spark, AWS. Key responsibilities include write documentation and perform testing, solving technical problems, improving performance, and communicating results. Experience with Python, Azure, SQL, Databricks, Spark, AWS is preferred. This is a full-time opportunity.",8-12 years,BE Computer Engineering, 13.4 ,Full-Time,
JOB015603,Java Developer,Cognida,"Noida, Uttar Pradesh"," We are hiring a Java Developer at Cognida in Noida, Uttar Pradesh. The role requires 1-3 years of experience and BTech Computer Science or a related qualification. The candidate will write documentation and perform testing, and work on projects involving Git, Microservices, Hibernate, Java, REST API. Key responsibilities include clean, transform and validate data, solving technical problems, improving performance, and communicating results. Experience with Git, Microservices, Hibernate, Java, REST API is preferred. This is a full-time opportunity.",1-3 years,BTech Computer Science,4.6,Full-time,"REST API, Hibernate, Java, Microservices, Docker, Git"
JOB181788,Business Analyst,Capgemini,"Chennai, Tamil Nadu","We are hiring a Business Analyst at Capgemini in Chennai, Tamil Nadu. The role requires 8-12 years of experience and Any Graduate or a related qualification. The candidate will collaborate with cross-functional teams, and work on projects involving Statistics, Excel, JIRA, SQL. Key responsibilities include clean, transform and validate data, solving technical problems, improving performance, and communicating results. Experience with Statistics, Excel, JIRA, SQL is preferred. This is a part-time opportunity.",8-12 years,Any Graduate,13.7,Part-time,"SQL, JIRA, Statistics, Excel"
JOB155441, Java Developer ,TCS,"Noida, Uttar Pradesh","We are hiring a Java Developer at TCS in Noida, Uttar Pradesh. The role requires 2-5 years of experience and MSc Data Science or a related qualification. The candidate will develop and maintain solutions related to java developer, and work on projects involving Microservices, REST API, Hibernate, Git, SQL, Spring Boot, Docker. Key responsibilities include write documentation and perform testing, solving technical problems, improving performance, and communicating results. Experience with Microservices, REST API, Hibernate, Git, SQL, Spring Boot, Docker is preferred. This is a internship opportunity.",2-5 years,MSc Data Science,6.6, Internship ,"Microservices, Hibernate, REST API, Spring Boot, Git, SQL, Docker"
JOB019397,NLP Engineer,Microsoft,"Gurugram, Haryana","We are hiring a NLP Engineer at Microsoft in Gurugram, Haryana. The role requires 5-8 years of experience and MSc Data Science or a related qualification. The candidate will write documentation and perform testing, and work on projects involving BERT, SQL, Python, NLTK. Key responsibilities include develop and maintain solutions related to nlp engineer, solving technical problems, improving performance, and communicating results. Experience with BERT, SQL, Python, NLTK is preferred. This is a part-time opportunity.",5-8 years,MSc Data Science,0,Part-time,"Python, NLTK, Machine Learning, BERT, spaCy, SQL"
JOB224854,Power BI Developer,Fractal Analytics,"Remote, India"," We are hiring a Power BI Developer at Fractal Analytics in Remote ,, India . The role requires 8-12 years of experience and BSc Data Science or a related qualification . The candidate will write documentation and perform testing ,, and work on projects involving Power BI ,, ETL ,, DAX ,, Power Query . Key responsibilities include collaborate w/ cross-functional teams ,, solving technical problems ,, improving performance ,, and communicating results . Experience w/ Power BI ,, ETL ,, DAX ,, Power Query is preferred . This is a full-time opportunity . ",8-12 years,BSc Data Science,13.9,Full-time,"DAX, Power Query, Power BI, ETL"
JOB073842,NLP Engineer,Walmart Global Tech," Ahmedabad, Gujarat","We are hiring a NLP Engineer at Walmart Global Tech in Ahmedabad, Gujarat. The role requires 0-1 years of experience and MCA or a related qualification. The candidate will write documentation and perform testing, and work on projects involving NLTK, Machine Learning, NLP, SQL. Key responsibilities include clean, transform and validate data, solving technical problems, improving performance, and communicating results. Experience with NLTK, Machine Learning, NLP, SQL is preferred. This is a part-time opportunity.",0-1 years,MCA,2.9,Part-time,"Machine Learning, NLTK, SQL, NLP"
JOB204085, Data Analyst ,TechNova Solutions,"Remote, India","We are hiring a Data Analyst at TechNova Solutions in Remote, India. The role requires 2-5 years of experience and BTech Computer Science or a related qualification. The candidate will clean, transform and validate data, and work on projects involving NumPy, SQL, Python, Excel, Statistics, Tableau. Key responsibilities include develop and maintain solutions related to data analyst, solving technical problems, improving performance, and communicating results. Experience with NumPy, SQL, Python, Excel, Statistics, Tableau is preferred. This is a contract opportunity.",2-5 years,BTech Computer Science,6.5,Contract,"Statistics, Pandas, SQL, Excel, Tableau, Python, Power BI, NumPy"
JOB046942,Software Engineer,Capgemini,"Remote, India","We are hiring a Software Engineer at Capgemini in Remote , India. The role requires 5-8 years of experience and BCA or a related qualification. The candidate will develop and maintain solutions related to software engineer , and work on projects involving Git , Docker , C++ , Java , SQL. Key responsibilities include clean , transform and validate data , solving technical problems , improving performance , and communicating results. Experience with Git , Docker , C++ , Java , SQL is preferred. This is a full-time opportunity. ",5-8 years,BCA,8.9,Full-time,"Docker, Java, C++, Git, SQL"
JOB217398,Machine Learning Engineer,Microsoft,"Mumbai, Maharashtra"," We are hiring a Machine Learning Engineer at Microsoft in Mumbai, Maharashtra. The role requires 1-3 years of experience & BCA or a related qualification. The candidate will write documentation & perform testing, & work on projects involving PYTHON, TensorFlow, PyTorch, Scikit-learn. Key responsibilities include develop & maintain solutions related to machine learning engineer, solving technical problems, improving performance, & communicating results. Experience with PYTHON, TensorFlow, PyTorch, Scikit-learn is preferred. This is a internship opportunity.", 1-3 years,BCA,,Internship,"TensorFlow, Scikit-learn, Python, SQL, PyTorch, Machine Learning"
JOB263663,AI Engineer,Cognida,"Pune, Maharashtra","We are hiring a AI Engineer at Cognida in Pune, Maharashtra. The role requires 2-5 years of experience and BE Computer Engineering or a related qualification. The candidate will write documentation and perform testing, and work on projects involving TensorFlow, Deep Learning, LLM, Machine Learning, PyTorch. Key responsibilities include analyze business requirements and convert them into technical solutions, solving technical problems, improving performance, and communicating results. Experience with TensorFlow, Deep Learning, LLM, Machine Learning, PyTorch is preferred. This is a full-time opportunity.",2-5 years, BE Computer Engineering,,Full-time,"TensorFlow, Machine Learning, Deep Learning, PyTorch, LLM, Python"
