Employee ID,Department,Salary,Experience,Gender,Attrition,Performance,Education
EMP101181,Sales,1010673,6,Male,No,Good,BE
EMP101182,IT,2092565,14,Female,Yes,Good,BCA
EMP101183,Marketing,851529,6,Male,Yes,Good,PhD
EMP101184,R&D,1580009,7,Female,No,Good,B.Tech
EMP101185,Administration,941619,4,Female,No,Good,B.Sc
EMP101186,Administration,1733913,14,Female,No,Average,M.Sc
EMP101187,IT,1397969,8,Male,No,Poor,M.Tech
EMP101188,R&D,1132946,6,Male,Yes,Poor,M.Sc
EMP101189,Finance,1324135,9,Female,No,Good,B.Com
EMP101190,Operations,1048033,9,Female,No,Good,B.Sc
EMP101191,R&D,1461858,9,Male,No,Good,B.Com
EMP101192,R&D,528860,1,Female,Yes,Good,BE
EMP101193,Finance,1132145,9,Male,No,Average,B.Com
EMP101194,Finance,1065324,6,Female,No,Good,B.Tech
EMP101195,HR,1249237,10,Male,Yes,Excellent,mba 
EMP101196,R&D,993772,6,Male,Yes,Good,MCA
EMP101197,R&D,2000086,11,Female,Yes,Average,PhD
EMP101198,Finance,2207898,13,Female,No,Good,MCA
EMP101199,IT,890600,5,Female,No,Poor,BBA
EMP101200,Customer Support,451171,0,Female,No,Average,MCA
EMP101201,R&D,1007129,4,Female,Yes,Poor,M.Com
EMP101202,Marketing,1775378,15,Male,No,Average,MCA
EMP101203,Finance,1972246,12,Male,No,Good,M.Com
EMP101204,Operations,387502,0,Female,No,Good,M.Tech
EMP101205,Legal,1733137,7,Female,No,Good,BBA
EMP101206,Marketing,2207809,19,Male,Yes,Good,M.Sc
EMP101207,R&D,1737036,14,Female,Yes,Good,M.Tech
EMP101208,Legal,2457190,15,Female,No,Average,M.Com
EMP101209,Customer Support,1290831,13,Female,Yes,Poor,BBA
EMP101210,Sales,506765,0,Female,No,Excellent,B.Com
EMP101211,R&D,540475,0,Male,No,Excellent,B.Sc
EMP101212,Sales,1532341,12,Female,No,Good,B.Tech
EMP101213,Customer Support,1252863,7,Male,No,Average,MBA
EMP101214,IT,1326853,10,Male,Yes,Excellent,B.Tech
EMP101215,R&D,1705113,10,Female,No,Average,B.Sc
EMP101216,IT,1153855,4,Female,No,Excellent,B.Tech
EMP101217,Marketing,1247213,7,Male,Yes,Good,BBA
EMP101218,Operations,1895161,11,Male,Yes,Average,M.Com
EMP101219,R&D,1286293,9,Female,No,Excellent,MBA
EMP101220,Operations,772243,6,Female,No,Average,B.Tech
EMP101221,Operations,1998854,14,Female,No,Good,B.Sc
EMP101222,Administration,640619,2,Male,No,Good,PhD
EMP101223,HR,1003924,7,Male,No,Average,B.Tech
EMP101224,Legal,726983,3,Female,No,Good,M.Sc
EMP101225,Finance,513325,0,Male,No,Average,M.Com
EMP101226,Customer Support,1049294,7,Male,Yes,Average,B.Com
EMP101227,R&D,1635736,8,Male,No,Excellent,M.Tech
EMP101228,HR,510199,2,Female,Yes,Excellent,MBA
EMP101229,Sales,1251885,9,Female,No,Average,MBA
EMP101230,Customer Support,2241382,20,Female,No,Good,B.Tech
EMP101231,IT,1041660,6,Male,No,Good,B.Sc
EMP101232,Administration,512308,2,Female,No,Good,MCA
EMP101233,Operations,1069602,10,Female,No,Average,MBA
EMP101234,Legal,1316482,7,Female,No,Average,B.Tech
EMP101235,IT,2087323,12,Female,No,Excellent,M.Tech
EMP101236,Sales,1695940,11,Female,No,Excellent,BCA
EMP101237,Finance,1017247,5,Female,No,Average,MBA
EMP101238,Marketing,703152,3,Male,No,Good,M.Tech
EMP101239,Legal,962915,4,Male,No,Excellent,BCA
EMP101240,IT,817715,3,Male,No,Average,B.Sc
EMP101241,HR,962313,6,Male,No,Average,BBA
EMP101242,Finance,1447524,9,Male,No,Average,B.Sc
EMP101243,Operations,2446711,16,Female,No,Good,BCA
EMP101244,Legal,1161966,6,Female,No,Average,M.Tech
EMP101245,Sales,1124710,7,Female,Yes,Good,PhD
EMP101246,R&D,1222619,8,Male,No,Good,M.Com
EMP101247,Marketing,1722509,11,Female,No,Good,MBA
EMP101248,Customer Support,350000,0,Female,No,Average,BE
EMP101249,Marketing,546848,2,Male,Yes,Average,BBA
EMP101250,Administration,1161191,7,Female,No,Good,M.Sc
EMP101251,Sales,963914,5,Female,No,Average,PhD
EMP101252,Customer Support,1192826,9,Female,No,Excellent,M.Tech
EMP101253,Administration,1356564,8,Male,No,Excellent,B.Tech
EMP101254,HR,892424,5,Male,No,Good,M.Sc
EMP101255,Operations,2356328,17,Male,No,Good,BE
EMP101256,Customer Support,1509999,14,Female,Yes,Good,M.Tech
EMP101257,HR,1460716,13,Female,No,Good,B.Com
EMP101258,Marketing,424906,0,Male,No,Good,BCA
EMP101259,R&D,646108,3,Male,No,Poor,B.Sc
EMP101260,Administration,922265,5,Male,No,Good,BCA
EMP101261,HR,936626,5,Female,No,Good,B.Com
EMP101262,Finance,1886111,11,Female,No,Excellent,BCA
EMP101263,Administration,1028782,8,Male,No,Good,PhD
EMP101264,Marketing,861118,4,Male,No,Excellent,M.Tech
EMP101266,R&D,1702198,9,Male,No,Excellent,M.Sc
EMP101267,HR,381163,1,Male,No,Average,BE
EMP101268,Legal,2202398,14,Male,No,Average,MCA
EMP101269,R&D,427401,0,Female,Yes,Average,B.Com
EMP101270,Marketing,751650,2,Female,No,Excellent,B.Tech
EMP101271,Legal,1203019,4,Male,No,Average,B.Sc
EMP101272,Legal,1969588,15,Male,No,Poor,B.Tech
EMP101273,Customer Support,438065,0,Female,Yes,Good,BCA
EMP101274,HR,490655,0,Female,No,Average,BE
EMP101275,Operations,1248569,9,Male,No,Excellent,M.Com
EMP101276,Finance,1118343,4,Female,No,Excellent,BCA
EMP101277,R&D,887931,6,Female,No,Excellent,B.Sc
EMP101278,Operations,929833,5,Female,No,Excellent,M.Tech
EMP101279,Operations,1078860,9,Male,No,Excellent,M.Sc
EMP101280,Legal,593126,0,Male,No,Average,PhD
EMP101281,Operations,839195,4,Male,Yes,Average,B.Tech
EMP101282,Sales,401928,1,Female,No,Average,M.Com
EMP101283,Sales,381979,1,Female,No,Average,M.Com
EMP101284,R&D,605586,0,Female,Yes,Good,M.Tech
EMP101285,Marketing,2028019,13,Female,No,Average,B.Com
EMP101286,Operations,963445,5,Male,No,Good,B.Tech
EMP101287,R&D,1379264,8,Female,No,Good,BBA
EMP101288,R&D,1195349,5,Male,No,Average,M.Com
EMP101289,Marketing,556562,2,Male,No,Good,BE
EMP101291,HR,1113414,9,Male,No,Excellent,M.Sc
EMP101292,Marketing,1333160,9,Male,No,Excellent,PhD
EMP101293,Administration,1177531,7,Male,No,Poor,M.Tech
EMP101294,Finance,1351688,7,Female,No,Good,BE
EMP101295,R&D,691528,3,Female,No,Average,M.Tech
EMP101296,Administration,2186017,16,Male,No,Average,B.Sc
EMP101297,Sales,1252259,10,Female,No,Good,PhD
EMP101298,IT,997647,6,Female,Yes,Average,PhD
EMP101299,HR,1434279,11,Male,No,Excellent,B.Tech
EMP101300,R&D,674847,3,Male,No,Poor,BE
EMP101301,R&D,869823,5,Male,No,Good,BBA
EMP101302,HR,403233,1,Male,No,Average,B.Sc
EMP101303,Sales,835330,4,Female,No,Excellent,BE
EMP101304,Sales,995739,4,Male,No,Good,BBA
EMP101305,Sales,1632716,11,Female,No,Excellent,M.Sc
EMP101306,Legal,542760,0,Female,Yes,Good,B.Sc
EMP101307,Operations,1645060,14,Female,No,Excellent,PhD
EMP101308,Customer Support,697336,4,Female,No,Excellent,MBA
EMP101309,Administration,976213,10,Female,No,Average,PhD
EMP101310,R&D,1156655,6,Male,No,Average,B.Com
EMP101312,IT,2011725,12,Male,No,Excellent,B.Com
EMP101313,R&D,1437113,10,Male,No,Average,B.Com
EMP101314,Customer Support,1199998,9,Female,No,Good,MBA
EMP101315,R&D,1385789,9,Male,No,Good,BBA
EMP101316,IT,1013001,4,Female,No,Poor,BE
EMP101317,Administration,743119,5,Male,No,Good,B.Com
EMP101318,Sales,387597,0,Male,No,Average,M.Com
EMP101319,Finance,1337499,8,Female,No,Good,PhD
EMP101320,IT,882675,6,Male,No,Good,MCA
EMP101321,Operations,1087864,8,Female,No,Average,M.Com
EMP101322,R&D,1195491,6,Male,No,Good,M.Com
EMP101323,IT,418523,1,Female,No,Average,M.Tech
EMP101324,R&D,840564,3,Female,No,Good,B.Com
EMP101325,Customer Support,2318928,17,Male,No,Good,PhD
EMP101326,Finance,1008898,6,Male,No,Poor,B.Com
EMP101327,Operations,746406,5,Female,No,Good,BBA
EMP101328,Administration,2050220,16,Male,No,Average,BCA
EMP101329,R&D,1302581,10,Female,No,Average,MCA
EMP101330,Operations,1913831,14,Male,No,Poor,B.Sc
EMP101331,R&D,1050362,4,Male,No,Good,BE
EMP101332,HR,702108,5,Female,No,Good,M.Com
EMP101333,Customer Support,992456,8,Female,No,Good,B.Com
EMP101334,IT,1740266,13,Female,No,Excellent,M.Com
EMP101335,Finance,400770,0,Female,No,Average,B.Com
EMP101336,Legal,1990684,14,Female,Yes,Good,MCA
EMP101337,Operations,1422483,10,Male,No,Average,B.Sc
EMP101338,Administration,1049784,10,Female,No,Poor,MBA
EMP101339,Marketing,1654497,12,Female,No,Excellent,B.Tech
EMP101340,Sales,537081,3,Male,Yes,Good,M.Sc
EMP101341,Legal,475499,0,Female,Yes,Good,MBA
EMP101342,Operations,969585,6,Male,Yes,Average,MBA
EMP101343,Operations,825334,6,Male,No,Good,MCA
EMP101344,IT,654655,3,Male,No,Average,BE
EMP101345,Legal,827024,2,Female,No,Average,M.Com
EMP101346,Administration,610051,2,Male,No,Poor,PhD
EMP101347,Marketing,898238,5,Male,No,Average,BCA
EMP101348,Sales,2183565,16,Male,Yes,Average,B.Com
EMP101349,Administration,740961,6,Male,No,Good,M.Tech
EMP101350,Administration,442861,0,Female,No,Good,B.Tech
EMP101351,Administration,1160793,10,Male,No,Good,MBA
EMP101352,R&D,1055752,6,Male,No,Good,B.Tech
EMP101353,IT,587227,1,Female,No,Average,BBA
EMP101354,Operations,1454286,11,Female,No,Average,BE
EMP101355,Administration,538372,3,Female,No,Good,MBA
EMP101356,Sales,1459771,7,Male,No,Good,B.Com
EMP101357,Legal,1247618,4,Male,No,Good,PhD
EMP101358,IT,2717387,16,Male,No,Excellent,B.Sc
EMP101359,Finance,837133,4,Female,No,Average,MBA
EMP101360,Marketing,489505,0,Male,No,Excellent,BBA
EMP101361,Finance,1009893,4,Male,Yes,Good,BE
EMP101362,HR,1012136,8,Male,No,Excellent,PhD
EMP101363,Customer Support,1319367,14,Male,Yes,Good,MCA
EMP101364,Administration,1585873,12,Female,No,Good,BE
EMP101365,Marketing,944566,6,Male,No,Good,B.Com
EMP101366,Customer Support,940364,9,Male,No,Good,M.Sc
EMP101367,Customer Support,351961,0,Male,No,Good,B.Com
EMP101368,Administration,887070,6,Female,No,Excellent,BCA
EMP101369,Sales,1075002,9,Female,No,Excellent,MBA
EMP101370,Finance,1149429,7,Female,No,Good,B.Com
EMP101372,Sales,1363663,10,Male,No,Good,MBA
EMP101373,R&D,1467340,10,Female,No,Good,B.Com
EMP101374,Finance,518645,0,Male,No,Average,MBA
EMP101375,Marketing,1797985,12,Female,No,Average,M.Sc
EMP101376,Legal,1813035,14,Male,Yes,Good,MCA
EMP101377,Administration,698324,4,Male,No,Excellent,M.Com
EMP101378,Finance,441869,1,Male,No,Excellent,MBA
EMP101379,Customer Support,390084,1,Male,No,Average,BCA
EMP101380,Finance,996224,4,Male,No,Average,B.Tech
EMP101381,Operations,1174891,10,Female,No,Good,M.Sc
EMP101382,Operations,546237,3,Male,Yes,Average,MBA
EMP101383,Administration,2487920,18,Male,No,good,M.Com
EMP101384,Administration,935503,6,Male,Yes,Good,PhD
EMP101385,IT,1484128,7,Female,No,Excellent,M.Sc
EMP101386,Finance,542887,0,Female,No,Average,B.Tech
EMP101387,R&D,573723,1,Male,No,Good,PhD
EMP101388,R&D,1298459,8,Female,No,Excellent,MCA
EMP101389,Operations,555953,2,Female,No,Good,B.Com
EMP101390,IT,1348764,7,Female,No,Poor,BCA
EMP101391,Hr,677601,4,Female,No,Good,B.Sc
EMP101392,Legal,3766732,21,Female,No,Average,MCA
EMP101393,Sales,1114349,8,Male,No,Good,MCA
EMP101394,Sales,698253,3,Male,No,Excellent,BBA
EMP101395,Administration,1503526,14,Female,No,Average,B.Sc
EMP101396,Customer Support,1132898,10,Female,No,Good,BBA
EMP101397,HR,358820,1,Male,Yes,Excellent,PhD
EMP101398,Legal,1577457,7,Male,No,Excellent,B.Tech
EMP101399,Finance,1463444,9,Male,No,Good,B.Com
EMP101400,Legal,1358519,10,Male,No,Excellent,BCA
EMP101401,HR,969151,4,Female,No,Average,MCA
EMP101402,Finance,2179276,15,Male,No,Average,M.Com
EMP101403,Sales,663300,2,Female,Yes,Good,BCA
EMP101404,Customer Support,1205649,7,Female,No,Good,M.Tech
EMP101405,Finance,1911259,15,Male,No,Good,MBA
EMP101406,Finance,686446,2,Male,Yes,Good,B.Tech
EMP101407,Marketing,430261,0,Male,Yes,Good,B.Com
EMP101408,R&D,1976953,13,Male,No,Average,B.Tech
EMP101410,HR,350683,1,Female,Yes,Average,MBA
EMP101411,HR,1869038,11,Female,No,Good,BE
EMP101412,Legal,2493524,12,Female,No,Good,PhD
EMP101413,Sales,917113,4,Male,No,Excellent,PhD
EMP101414,Marketing,385037,0,Female,No,Excellent,PhD
EMP101415,Customer Support,660159,5,Female,No,Good,BCA
EMP101416,Customer Support,980264,10,Female,No,Excellent,M.Tech
EMP101417,Customer Support,966827,9,Female,No,Good,M.Sc
EMP101418,Marketing,627863,3,Female,No,Good,B.Sc
EMP101419,Sales,943512,6,Female,No,Good,M.Sc
EMP101420,Finance,431402,0,Male,Yes,Average,BBA
EMP101421,Legal,2291008,14,Male,No,Good,BCA
EMP101422,R&D,739450,2,Male,Yes,Poor,B.Tech
EMP101423,Administration,360214,0,Female,Yes,Good,B.Com
EMP101424,IT,493787,1,Female,No,Good,MBA
EMP101425,R&D,1365981,8,Male,No,Average,BBA
EMP101426,Customer Support,1692981,11,Female,No,Average,PhD
EMP101427,HR,629935,2,Female,No,Average,BBA
EMP101428,Customer Support,755961,4,Male,No,Average,B.Com
EMP101429,R&D,664374,2,Male,No,Excellent,PhD
EMP101430,Operations,1842523,13,Male,No,Good,MBA
EMP101431,HR,524125,3,Female,Yes,Good,M.Tech
EMP101432,Marketing,1536936,13,Female,No,Good,M.Com
EMP101433,R&D,1498968,10,Female,No,Average,M.Com
EMP101434,HR,1668714,12,Male,No,Average,B.Sc
EMP101435,R&D,1078514,6,Male,No,Poor,MCA
EMP101436,Sales,472252,0,Male,No,Average,B.Tech
EMP101437,HR,1410859,11,Female,No,Good,MBA
EMP101438,Marketing,939367,6,Male,No,Good,M.Sc
EMP101439,Operations,687979,3,Female,Yes,Good,PhD
EMP101440,sales ,623802,2,Male,No,Good,BCA
EMP101441,Legal,1768125,7,Female,No,Excellent,B.Sc
EMP101442,Legal,1008616,6,Female,No,Average,MBA
EMP101443,IT,1933801,13,Male,No,Good,M.Com
EMP101444,Legal,1481187,8,Male,No,Excellent,M.Sc
EMP101445,Finance,1805662,15,Male,No,Excellent,BBA
EMP101446,Legal,476567,1,Male,No,Excellent,M.Sc
EMP101447,HR,1116576,9,Male,Yes,Poor,PhD
EMP101448,Marketing,1451415,8,Male,No,Good,B.Sc
EMP101449,HR,1062551,7,Female,No,Excellent,PhD
EMP101450,HR,1974347,13,Female,No,Good,PhD
EMP101451,R&D,2856729,18,Female,Yes,Excellent,MCA
EMP101452,HR,1625916,11,Female,No,Good,M.Com
EMP101453,Finance,974256,6,Female,No,Good,BCA
EMP101454,R&D,1672789,8,Female,No,Good,PhD
EMP101455,Customer Support,592045,3,Male,No,Poor,MBA
EMP101456,Operations,1132474,8,Male,No,Average,M.Tech
EMP101457,Sales,744610,6,Female,No,Average,BE
EMP101458,Operations,751435,4,Female,No,Good,B.Com
EMP101459,IT,1525115,9,Male,No,Good,B.Sc
EMP101460,R&D,1147804,5,Male,No,Poor,M.Com
EMP101461,Finance,1619219,11,Male,No,Good,MBA
EMP101462,R&D,580840,0,Female,No,Good,BCA
EMP101463,Customer Support,661879,5,Male,Yes,Average,PhD
EMP101464,Marketing,1076318,4,Male,No,Good,BCA
EMP101465,Sales,722279,3,Male,No,Average,MCA
EMP101466,Customer Support,862614,5,Female,No,Good,BE
EMP101467,Customer Support,1349048,11,Female,No,Average,BCA
EMP101468,IT,1751903,12,Female,No,Excellent,B.Com
EMP101469,Administration,1110344,10,Male,No,Poor,MCA
EMP101470,Finance,2050363,11,Male,No,Good,BBA
EMP101471,Customer Support,1539990,11,Female,No,Excellent,B.Tech
EMP101472,Legal,2423425,15,Female,No,Poor,PhD
EMP101473,Operations,1282893,9,Female,No,Good,M.Com
EMP101474,HR,1057247,9,Male,No,Good,M.Sc
EMP101475,IT,750734,3,Female,No,Poor,M.Sc
EMP101477,HR,1243836,10,Female,No,Average,B.Com
EMP101478,Customer Support,940005,8,Female,No,Good,M.Sc
EMP101479,Customer Support,1388994,13,Male,No,Excellent,B.Tech
EMP101480,Administration,565760,3,Female,No,Excellent,MBA
EMP101481,Legal,1164552,6,Male,No,Excellent,M.Sc
EMP101482,Customer Support,840167,6,Female,No,Excellent,PhD
EMP101483,Marketing,497220,0,Male,No,Excellent,M.Com
EMP101484,HR,545544,2,Female,No,Average,B.Tech
EMP101485,Customer Support,1007961,7,Female,No,Good,B.Sc
EMP101486,Legal,1929655,14,Female,Yes,Good,MCA
EMP101487,Sales,931700,6,Male,Yes,Average,BCA
EMP101488,Finance,677071,3,Female,No,Poor,B.Sc
EMP101489,Administration,567170,2,Male,Yes,Good,MBA
EMP101490,Marketing,1247178,9,Male,No,Average,B.Com
EMP101491,Sales,555954,2,Male,No,Good,B.Tech
EMP101492,Customer Support,647376,5,Male,No,Good,M.Com
EMP101493,Legal,1243239,6,Male,No,Excellent,M.Sc
EMP101494,IT,1225924,8,Male,No,Average,BE
EMP101495,IT,1574757,9,Female,No,Excellent,MCA
EMP101496,R&D,1171542,5,Female,No,Good,BE
EMP101498,Legal,1998250,12,Male,No,Good,M.Com
EMP101499,HR,818743,4,Female,No,Good,MBA
EMP101500,HR,444456,0,Female,No,Average,MCA
EMP101501,Customer Support,1181340,10,Male,No,Excellent,M.Sc
EMP101502,Customer Support,1041212,7,Female,Yes,Good,BBA
EMP101503,Finance,850256,4,Female,No,Average,B.Sc
EMP101504,HR,1126630,8,Female,No,Good,M.Com
EMP101505,Customer Support,2175499,18,Male,No,Average,B.Tech
EMP101506,R&D,1445425,10,Male,No,Good,M.Sc
EMP101507,HR,2687039,16,Female,No,Average,MCA
EMP101508,Administration,942300,4,Female,No,Average,B.Sc
EMP101509,Administration,882525,5,Male,No,Good,B.Tech
EMP101510,Marketing,2069141,11,Female,Yes,Excellent,MBA
EMP101511,Sales,1426156,7,Female,No,Excellent,M.Sc
EMP101512,R&D,989257,4,Female,No,Good,M.Com
EMP101513,HR,1660196,12,Male,No,Excellent,M.Tech
EMP101514,IT,1231062,8,Male,No,Good,M.Tech
EMP101515,HR,1168106,7,Male,No,Good,M.Com
EMP101516,Finance,504222,0,Male,No,Excellent,B.Sc
EMP101517,Sales,422790,0,Female,No,Good,M.Com
EMP101518,Customer Support,1198328,9,Female,No,Poor,BE
EMP101519,Marketing,1348423,7,Male,No,Good,BCA
EMP101520,Customer Support,1769114,12,Male,No,Average,MBA
EMP101521,Customer Support,896873,5,Male,No,Good,M.Com
EMP101522,R&D,1272601,7,Male,No,Good,MCA
EMP101523,Legal,1297857,8,Male,No,Good,BBA
EMP101524,Finance,709142,3,Male,No,Average,BBA
EMP101525,Finance,1122864,8,Male,No,Poor,B.Tech
EMP101526,HR,2560377,17,Male,No,Good,BE
EMP101527,Legal,1546126,9,Female,No,Average,M.Tech
EMP101528,Operations,1177036,10,Female,No,Good,M.Tech
EMP101529,Legal,449048,0,Male,No,Good,MCA
EMP101530,Finance,513467,0,Male,No,Good,PhD
EMP101531,Sales,1420076,7,Male,No,Average,BCA
EMP101532,Marketing,958928,5,Female,No,Good,M.Com
EMP101533,Finance,975303,6,Female,No,Good,MCA
EMP101534,IT,1604874,7,Male,No,Good,M.Sc
EMP101535,Finance,470276,0,Female,No,Good,BBA
EMP101536,Sales,1232560,9,Female,No,Excellent,B.Com
EMP101537,Operations,957295,6,Female,No,Average,M.Sc
EMP101538,R&D,1701142,7,Male,No,Good,M.Com
EMP101539,Sales,450678,0,Male,No,Good,BCA
EMP101540,HR,1090610,10,Female,No,Excellent,B.Sc
EMP101541,Marketing,2151353,11,Female,No,Good,MCA
EMP101542,Customer Support,1423410,13,Male,No,Average,PhD
EMP101543,Legal,1408664,7,Female,No,Average,B.Com
EMP101544,R&D,1147811,5,Male,No,Good,M.Tech
EMP101545,Operations,499000,0,Male,No,Average,BE
EMP101546,HR,999569,5,Female,No,Good,PhD
EMP101547,Finance,2197980,14,Female,No,Poor,B.Tech
EMP101548,Customer Support,653839,4,Female,No,Excellent,B.Tech
EMP101549,IT,826060,6,Male,No,Good,B.Tech
EMP101550,Customer Support,1696483,11,Male,No,Good,BBA
EMP101551,Marketing,631832,2,Male,No,Good,MCA
EMP101552,Sales,1200444,7,Male,No,Average,B.Com
EMP101554,Administration,773043,6,Female,No,Good,BE
EMP101555,Operations,1724753,15,Female,No,Average,BCA
EMP101556,Finance,1832339,12,Female,No,Average,M.Sc
EMP101557,Administration,2646121,16,Female,No,Average,PhD
EMP101558,R&D,675145,2,Female,Yes,Excellent,B.Tech
EMP101559,Marketing,1731046,11,Female,No,Excellent,MBA
EMP101560,R&D,2155119,11,Female,No,Good,BCA
EMP101561,IT,1639180,10,Male,No,Good,B.Sc
EMP101562,Sales,1570119,12,Female,No,Average,M.Com
EMP101563,R&D,839024,3,Male,No,Poor,MBA
EMP101564,Operations,2014423,13,Female,No,Average,M.Com
EMP101565,R&D,1265458,8,Female,No,Good,B.Sc
EMP101566,Administration,667463,3,Female,Yes,Poor,MCA
EMP101567,IT,1049811,6,Female,Yes,Good,BCA
EMP101568,Operations,1879503,11,Male,No,Average,BBA
EMP101569,IT,1490994,10,Male,No,Poor,B.Tech
EMP101570,Finance,761031,3,Male,Yes,Excellent,PhD
EMP101571,IT,1418224,8,Male,No,Average,BBA
EMP101572,Finance,1532917,9,Male,No,Excellent,MBA
EMP101573,R&D,937840,6,Female,No,Average,BBA
EMP101574,Sales,916049,4,Male,No,Average,M.Com
EMP101575,Sales,1854037,13,Male,No,Good,B.Sc
EMP101577,R&D,1745322,11,Male,No,Good,MCA
EMP101578,Administration,1289043,7,Male,No,Good,B.Sc
EMP101579,HR,868627,4,Male,Yes,Average,BE
EMP101580,R&D,1187513,5,Male,No,Average,M.Com
EMP101581,R&D,885496,6,Male,No,Good,M.Com
EMP101582,Operations,890114,4,Male,No,Average,BBA
EMP101583,R&D,1111949,4,Male,No,Good,PhD
EMP101584,Operations,375882,0,Female,No,Good,BCA
EMP101585,Administration,1573072,11,Male,No,Excellent,M.Com
EMP101586,Marketing,942038,6,Female,No,Average,B.Com
EMP101587,Hr,1441423,8,Male,No,Good,M.Tech
EMP101588,IT,922555,5,Male,No,Excellent,BCA
EMP101589,Finance,2263143,17,Female,No,Good,BBA
EMP101590,Administration,439957,0,Female,Yes,Average,B.Sc
EMP101591,IT,2261145,14,Female,No,Average,B.Tech
EMP101592,Finance,1923027,14,Female,No,Average,B.Tech
EMP101593,Finance,740115,2,Male,No,Good,BCA
EMP101594,Administration,857442,5,Female,No,Good,M.Com
EMP101595,Administration,356119,0,Male,No,Good,M.Sc
EMP101596,Finance,1368022,8,Male,No,Average,M.Tech
EMP101597,R&D,1420439,9,Female,No,Good,M.Com
EMP101598,Sales,641721,3,Male,No,Good,BE
EMP101599,Administration,1128241,9,Male,No,Excellent,M.Com
EMP101600,Operations,771506,4,Female,No,Poor,M.Sc
EMP101601,Legal,1598529,7,Male,No,Excellent,M.Tech
EMP101602,IT,2281534,11,Female,No,Good,M.Tech
EMP101603,Legal,2406823,13,Female,No,Average,B.Com
EMP101604,R&D,1553994,7,Male,No,Excellent,PhD
EMP101606,IT,1189933,10,Male,No,Excellent,B.Com
EMP101607,Sales,1231771,7,Female,No,Excellent,MCA
EMP101608,Sales,1026704,4,Female,No,Good,BE
EMP101609,HR,1081761,9,Male,No,Excellent,B.Sc
EMP101610,Sales,1453851,10,Female,No,Average,MCA
EMP101611,Marketing,1196103,9,Male,No,Good,M.Com
EMP101612,IT,3061013,16,Female,Yes,Average,BCA
EMP101613,Operations,2552437,19,Male,Yes,Poor,M.Com
EMP101614,R&D,1476601,10,Male,No,Good,BE
EMP101615,Sales,1385157,10,Male,No,Good,PhD
EMP101616,Administration,432509,1,Female,No,Excellent,BBA
EMP101617,Administration,754731,5,Male,No,Good,BE
EMP101618,Legal,1775512,9,Female,No,Poor,PhD
EMP101619,Marketing,1220874,8,Male,No,Excellent,M.Com
EMP101620,Finance,3104308,17,Male,No,Excellent,M.Sc
EMP101621,Sales,2423028,17,Male,Yes,Good,B.Tech
EMP101622,Administration,1703635,11,Female,No,Good,PhD
EMP101623,Operations,788055,6,Female,Yes,Good,MBA
EMP101624,Operations,1628653,12,Male,No,Average,M.Com
EMP101625,R&D,497046,0,Female,No,Good,BE
EMP101626,Legal,2202625,11,Female,No,Good,M.Sc
EMP101627,Finance,756089,2,Male,No,Good,M.Sc
EMP101628,R&D,895339,6,Male,No,Average,BCA
EMP101629,Operations,1806321,11,Female,No,Average,MBA
EMP101630,Sales,1226032,10,Male,No,Average,M.Com
EMP101631,R&D,895921,4,Male,No,Average,BBA
EMP101632,Sales,896193,4,Female,No,Good,BCA
EMP101633,IT,1748135,13,Male,Yes,Good,M.Tech
EMP101634,HR,1266231,7,Male,No,Excellent,M.Sc
EMP101635,R&D,2285964,11,Male,No,Poor,M.Com
EMP101636,Administration,377123,0,Male,No,Good,B.Com
EMP101637,IT,796970,2,Female,No,Poor,BE
EMP101638,Sales,898046,6,Female,No,Average,BCA
EMP101639,IT,1277666,8,Female,No,Average,BBA
EMP101640,Marketing,1005748,4,Female,Yes,Average,MBA
EMP101642,R&D,1199907,6,Male,No,Good,BCA
EMP101643,HR,723099,6,Male,No,Good,M.Tech
EMP101644,Operations,1845999,12,Female,No,Good,M.Com
EMP101645,Operations,796524,6,Female,No,Average,PhD
EMP101646,HR,1531707,11,Female,No,Good,B.Sc
EMP101647,Administration,1221748,7,Female,No,Average,BCA
EMP101648,Operations,604981,2,Male,No,Good,B.Sc
EMP101649,Legal,1681419,7,Male,No,Poor,BBA
EMP101650,Operations,1276086,7,Male,No,Good,M.Sc
EMP101651,Finance,804955,5,Female,No,Average,M.Sc
EMP101652,Administration,1483572,12,Female,No,Good,BBA
EMP101653,Customer Support,830415,6,Female,No,Good,BE
EMP101654,Administration,1183210,8,Female,Yes,Good,PhD
EMP101655,Marketing,923070,6,Female,Yes,Average,BE
EMP101656,Legal,1111276,5,Female,No,Average,M.Sc
EMP101657,Administration,1754859,11,Male,No,Average,M.Tech
EMP101658,HR,1072413,7,Male,No,Good,MBA
EMP101659,HR,1879339,14,Male,No,Good,BCA
EMP101660,Operations,887770,5,Female,No,Average,PhD
EMP101661,IT,1517994,7,Male,No,Average,M.Com
EMP101662,Customer Support,1246567,9,Male,No,Good,MCA
EMP101663,IT,1865188,12,Female,No,Good,B.Tech
EMP101664,Marketing,1446845,8,Female,No,Good,PhD
EMP101665,HR,456501,0,Female,No,Good,B.Com
EMP101666,Administration,1196525,9,Female,No,Excellent,BBA
EMP101667,Marketing,1449714,9,Male,No,Average,M.Com
EMP101668,Operations,1649432,13,Male,No,Excellent,MBA
EMP101669,Sales,1095609,9,Female,No,Good,BCA
EMP101670,R&D,2893365,16,Female,No,Good,BBA
